SENT#,WORD,POS,NER,TAG
122,Bắc Giang,Np,I-LOC,I-ADD
122,.,CH,O,
123,BN270,Np,B-PER,B-BN
123,-,CH,O,
123,nữ,N,O,B-SEX
123,",",CH,O,
123,22,M,O,B-AGE
123,tuổi,N,O,
123,",",CH,O,
123,địa chỉ,N,O,
123,ở,E,O,
123,Đông Thắng,Np,B-LOC,B-ADD
123,",",CH,B-LOC,I-ADD
123,Tiến Dũng,Np,I-LOC,I-ADD
123,",",CH,O,I-ADD
123,Yên Dũng,Np,B-LOC,I-ADD
123,",",CH,B-LOC,I-ADD
123,Bắc Giang,Np,I-LOC,I-ADD
123,.,CH,O,
124,Cả,P,O,
124,hai,M,O,
124,trường hợp,N,O,
124,mắc,V,O,
124,mới,R,O,
124,đều,R,O,
124,là,V,O,B-R
124,du học sinh,N,O,I-R
124,từ,E,O,B-R
124,Nhật Bản,Np,B-LOC,B-LOC
124,về,E,O,I-R
124,Việt Nam,Np,B-LOC,B-LOC
124,ngày,N,B-LOC,
124,22/4,M,I-LOC,B-TIME
124,trên,E,O,
124,chuyến,N,O,
124,bay,V,O,
124,VN311,Np,B-LOC,B-FLIGHT
124,.,CH,O,
125,Ngay,T,O,
125,sau,N,O,
125,nhập cảnh,N,O,B-R
125,tại,E,O,
125,Sân bay,N,B-LOC,B-LOC
125,Vân Đồn,Np,I-LOC,I-LOC
125,",",CH,O,
125,họ,P,O,B-BNS
125,được,V,O,
125,cách ly,V,O,B-R
125,tập trung,V,O,
125,tại,E,O,
125,Trường,N,B-LOC,B-LOC
125,Quân sự,N,I-LOC,I-LOC
125,tỉnh,N,I-LOC,I-LOC
125,Thái Bình,Np,I-LOC,I-LOC
125,",",CH,O,
125,hiện,N,O,B-TIME
125,được,V,O,
125,cách ly,V,O,B-R
125,",",CH,O,
125,điều trị,V,O,B-R
125,tại,E,O,
125,Bệnh viện,N,B-LOC,B-HOS
125,Bệnh,N,I-LOC,I-HOS
125,Nhiệt đới,N,I-LOC,I-HOS
125,Trung ương,N,I-LOC,I-HOS
125,cơ sở,N,I-LOC,I-HOS
125,2,M,I-LOC,I-HOS
125,.,CH,O,
126,THÊM,V,O,
126,21,M,O,
126,BN COVID,Np,B-PER,
126,-,CH,O,
126,19,M,O,
126,KHỎI,Np,B-PER,
126,BỆNH,Np,I-PER,
126,:,CH,O,
126,Thông tin,N,O,
126,từ,E,O,
126,tiểu Ban,N,O,
126,điều trị,V,O,
126,-,CH,O,
126,Ban Chỉ đạo Quốc gia,N,O,
126,phòng,N,O,
126,",",CH,O,
126,chống,V,O,
126,dịch COVID,N,O,
126,-,CH,O,
126,19,M,O,
126,cho,V,O,
126,biết,V,O,
126,",",CH,O,
126,hôm nay,N,O,
126,(,CH,O,
126,17/4,M,O,B-TIME
126,),CH,O,
126,",",CH,O,
126,cả,P,O,
126,nước,N,O,
126,đã,R,O,
126,có,V,O,
126,21,M,B-MISC,
126,BN,Np,I-MISC,B-BNS
126,mắc,V,O,
126,COVID,Np,O,
126,-,CH,O,
126,19,M,O,
126,được,V,O,
126,công bố,V,O,
126,khỏi,V,O,B-R
126,bệnh,N,O,B-BN
126,",",CH,O,
126,nâng,V,O,
126,tổng số,N,O,
126,ca,N,O,
126,được,V,O,
126,chữa,V,O,
126,khỏi,V,O,
126,ở,E,O,
126,Việt Nam,Np,B-LOC,
126,lên,V,O,
126,198,N,O,
126,(,CH,O,
126,74,N,O,
126,%,M,O,
126,tổng số,N,B-LOC,
126,BN,Np,I-LOC,
126,),CH,O,
126,.,CH,O,
127,Cụ thể,A,O,
127,",",CH,O,
127,gồm,V,O,
127,:,CH,O,
127,BN108,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN128,Np,I-LOC,B-BN
127,",",CH,O,
127,BN133,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN139,Np,I-LOC,B-BN
127,",",CH,O,
127,BN169,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN172,Np,I-LOC,B-BN
127,",",CH,B-LOC,
127,BN173,Np,I-LOC,B-BN
127,",",CH,O,
127,BN174,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN183,Np,I-LOC,B-BN
127,",",CH,O,
127,BN191,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN213,Np,I-LOC,B-BN
127,",",CH,O,
127,BN217,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN219,Np,I-LOC,B-BN
127,",",CH,O,
127,BN221,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN223,Np,I-LOC,B-BN
127,",",CH,O,
127,BN242,Np,B-LOC,B-BN
127,",",CH,B-LOC,
127,BN251,Np,I-LOC,B-BN
127,(,CH,O,
127,đều,R,O,
127,ở,E,O,
127,BV,Np,B-LOC,B-HOS
127,Bệnh,Np,B-LOC,I-HOS
127,nhiệt đới,N,B-LOC,I-HOS
127,TW,Np,I-LOC,I-HOS
127,cơ sở,N,B-LOC,I-HOS
127,2,M,I-LOC,I-HOS
127,.,CH,O,
128,BN229,Np,B-PER,B-BN
128,ở,E,O,
128,Ninh Bình,Np,B-LOC,B-ADD
128,.,CH,O,
129,BN105,Np,B-PER,B-BN
129,",",CH,O,
129,BN106,Np,B-LOC,B-BN
129,",",CH,B-LOC,
129,BN144,Np,I-LOC,B-BN
129,đều,R,O,
129,ở,E,O,
129,Trà Vinh,Np,B-LOC,B-ADD
129,.,CH,O,
130,THÔNG BÁO,Np,B-PER,
130,VỀ,Np,B-PER,
130,BN268,Np,I-PER,B-BN
130,:,CH,O,
130,BN268,Np,B-LOC,B-BN
130,là,V,O,
130,nữ giới,N,O,B-SEX
130,",",CH,O,
130,16,M,O,B-AGE
130,tuổi,N,O,
130,",",CH,O,
130,quốc tịch,N,B-LOC,
130,Việt Nam,Np,I-LOC,B-NAT
130,",",CH,O,
130,dân tộc,N,B-LOC,
130,Mông,Np,I-LOC,
130,",",CH,O,
130,trú,V,O,
130,tại,E,O,
130,một,M,O,
130,thôn,N,O,
130,hẻo lánh,A,O,
130,ở,E,O,
130,gần,A,O,
130,biên giới,N,B-LOC,B-ADD
130,giáp,N,I-LOC,I-ADD
130,Trung Quốc,Np,I-LOC,I-ADD
130,của,E,O,I-ADD
130,huyện,N,B-LOC,I-ADD
130,Đồng Văn,Np,I-LOC,I-ADD
130,",",CH,O,I-ADD
130,tỉnh,N,B-LOC,I-ADD
130,Hà Giang,Np,I-LOC,I-ADD
130,.,CH,O,
131,Gia đình,N,O,
131,BN,Np,B-PER,
131,có,V,O,
131,3,M,O,
131,anh trai,N,O,
131,làm việc,V,O,
131,tự do,N,O,
131,bên,N,O,
131,Trung Quốc,Np,B-LOC,
131,.,CH,O,
132,Ngày,N,O,
132,7/4,M,O,B-TIME
132,",",CH,O,
132,BN,Np,B-PER,B-BN
132,có,V,O,
132,biểu hiện,N,O,
132,sốt,V,O,
132,",",CH,O,
132,ho,N,O,
132,",",CH,O,
132,khó,A,O,
132,thở,V,O,
132,và,C,O,
132,được,V,O,
132,cách ly,V,O,B-R
132,tại,E,O,
132,Bệnh viện,N,B-LOC,B-BN
132,Đa khoa,N,I-LOC,I-BN
132,huyện,N,I-LOC,I-BN
132,Đồng Văn,Np,I-LOC,I-BN
132,.,CH,O,
133,BN,Np,B-PER,B-BN
133,được,V,O,
133,lấy,V,O,
133,mẫu,N,O,
133,xét nghiệm,V,O,
133,và,C,O,
133,cho,E,O,
133,kết quả,N,O,
133,dương tính,A,O,B-STATUS
133,với,E,O,
133,virus,FW,O,
133,SARS,Np,B-LOC,
133,-,CH,O,
133,CoV,Ny,O,
133,-,CH,O,
133,2,M,O,
133,.,CH,O,
134,Hiện tại,N,O,B-TIME
134,BN,Np,B-PER,B-BN
134,được,R,O,
134,cách ly,V,O,B-R
134,",",CH,O,
134,điều trị,V,O,B-R
134,tại,E,O,
134,Bệnh viện,N,B-LOC,B-LOC
134,Đa khoa,N,I-LOC,I-LOC
134,huyện,N,I-LOC,I-LOC
134,Đồng Văn,Np,I-LOC,I-LOC
134,",",CH,O,I-LOC
134,tỉnh,N,B-LOC,I-LOC
134,Hà Giang,Np,I-LOC,I-LOC
134,.,CH,O,
135,THÔNG BÁO,Np,B-PER,
135,VỀ,Np,B-PER,
135,BN267,Np,I-PER,B-BN
135,:,CH,O,
135,BN267,Np,B-LOC,B-BN
135,là,V,O,
135,nam giới,N,O,B-SEX
135,",",CH,O,
135,46,M,O,B-AGE
135,tuổi,N,O,
135,",",CH,O,
135,xóm,N,B-LOC,B-ADD
135,Hội,N,I-LOC,I-ADD
135,",",CH,I-LOC,I-ADD
135,Hạ Lôi,Np,I-LOC,I-ADD
135,",",CH,B-LOC,I-ADD
135,Mê Linh,Np,I-LOC,I-ADD
135,",",CH,O,I-ADD
135,Hà Nội,Np,B-LOC,I-ADD
135,",",CH,O,
135,là,V,O,B-R
135,bố,N,B-LOC,I-R
135,của,E,I-LOC,
135,BN257,Np,I-LOC,B-BN
135,",",CH,O,
135,chồng,N,O,B-R
135,của,E,O,
135,BN258,Np,B-PER,B-BN
135,",",CH,O,
135,có,V,O,
135,tiếp xúc,V,O,B-R
135,gần,A,O,I-R
135,với,E,O,
135,BN243,Np,B-PER,B-BN
135,tại,E,O,
135,nhà,N,B-LOC,
135,ngày,N,I-LOC,
135,20/3,M,I-LOC,B-TIME
135,.,CH,O,
136,Ngày,N,O,
136,8/4,M,O,B-TIME
136,",",CH,O,
136,được,V,O,
136,cách ly,V,O,B-R
136,tập trung,V,O,
136,tại,E,O,
136,Hà Nội,Np,B-LOC,B-LOC
136,.,CH,O,
137,Ngày,N,O,
137,13/4,M,O,B-TIME
137,BN,Np,B-LOC,B-BN
137,khởi phát,V,O,
137,với,E,O,
137,triệu chứng,N,O,
137,sốt,V,O,
137,nhẹ,A,O,
137,",",CH,O,
137,mệt mỏi,A,O,
137,",",CH,O,
137,đau,V,O,
137,rát,A,O,
137,họng,N,O,
137,",",CH,O,
137,đau,V,O,
137,người,N,O,
137,",",CH,O,
137,được,V,O,
137,lấy,V,O,
137,mẫu,N,O,
137,bệnh phẩm,N,O,
137,.,CH,O,
138,Xét nghiệm,V,O,
138,ngày,N,O,
138,14/4,M,O,B-TIME
138,cho,E,O,
138,kết quả,N,O,
138,dương tính,A,O,B-STATUS
138,với,E,O,
138,SARS,Np,B-LOC,
138,-,CH,O,
138,CoV,Ny,O,
138,-,CH,O,
138,2,M,O,
138,.,CH,O,
139,Hiện,N,B-LOC,B-TIME
139,BN,Np,I-LOC,B-BN
139,được,R,O,
139,cách ly,V,O,B-R
139,",",CH,O,
139,điều trị,V,O,B-R
139,tại,E,O,
139,Bệnh viện,N,B-LOC,B-HOS
139,Bệnh,N,I-LOC,I-HOS
139,Nhiệt đới,N,I-LOC,I-HOS
139,Trung ương,N,I-LOC,I-HOS
139,cơ sở,N,I-LOC,I-HOS
139,2,M,I-LOC,I-HOS
139,.,CH,O,
140,THÔNG BÁO,Np,B-PER,
140,VỀ,Np,B-PER,
140,BN266,Np,I-PER,B-BN
140,:,CH,O,
140,BN nữ,N,O,B-SEX
140,",",CH,O,
140,36,M,O,B-AGE
140,tuổi,N,O,
140,",",CH,O,
140,trú,V,O,
140,tại,E,O,
140,Thường Tín,Np,B-LOC,B-ADD
140,",",CH,O,I-ADD
140,Hà Nội,Np,B-LOC,I-ADD
140,.,CH,O,
141,Ngày,N,O,
141,08-10,M,O,B-TIME
141,/,CH,O,I-TIME
141,3,M,O,I-TIME
141,",",CH,O,
141,BN,Np,B-PER,B-BN
141,đến,V,O,
141,chăm,V,O,
141,mẹ,N,O,
141,tại,E,O,
141,Khoa,Np,B-LOC,B-HOS
141,Phục hồi,V,O,I-HOS
141,chức năng,N,O,I-HOS
141,",",CH,O,I-HOS
141,Bệnh viện,N,B-LOC,I-HOS
141,Bạch Mai,Np,I-LOC,I-HOS
141,.,CH,O,
142,Ngày,N,O,
142,12/3,M,O,B-TIME
142,",",CH,O,
142,BN,Np,B-PER,B-BN
142,có,V,O,
142,biểu hiện,N,O,
142,ngứa,V,O,
142,họng,N,O,
142,.,CH,O,
143,Từ,E,O,
143,ngày,N,B-LOC,
143,30/3,M,I-LOC,B-TIME
143,BN,Np,I-LOC,B-BN
143,cách ly,V,O,
143,tại,E,O,
143,nhà,N,O,
143,.,CH,O,
144,Ngày,N,O,
144,12/4,M,O,B-TIME
144,",",CH,O,
144,BN,Np,B-PER,B-BN
144,được,V,O,
144,lấy,V,O,
144,mẫu,N,O,
144,bệnh phẩm,V,O,
144,và,C,O,
144,cho,E,O,
144,kết quả,N,O,
144,xét nghiệm,V,O,
144,dương tính,A,O,B-STATUS
144,với,E,O,
144,SARS,Np,B-LOC,
144,-,CH,O,
144,CoV,Ny,O,
144,-,CH,O,
144,2,M,O,
144,vào,E,O,
144,ngày,N,O,
144,14/4,M,O,B-TIME
144,.,CH,O,
145,Hiện,N,B-LOC,B-TIME
145,BN,Np,I-LOC,B-BN
145,được,R,O,
145,cách ly,V,O,B-R
145,",",CH,O,
145,điều trị,V,O,B-R
145,tại,E,O,
145,Bệnh viện,N,B-LOC,B-HOS
145,Bệnh,N,I-LOC,I-HOS
145,Nhiệt đới,N,I-LOC,I-HOS
145,Trung ương,N,I-LOC,I-HOS
145,cơ sở,N,I-LOC,I-HOS
145,2,M,I-LOC,I-HOS
145,.,CH,O,
146,THÔNG BÁO,Np,O,
146,VỀ,Np,B-LOC,
146,3,M,I-LOC,
146,BN263,Np,I-LOC,B-BN
146,",",CH,O,
146,BN265,Np,B-LOC,B-BN
146,:,CH,B-LOC,
146,BN263,Np,I-LOC,B-BN
146,-,CH,O,
146,nữ,N,O,B-SEX
146,",",CH,O,
146,45,M,O,B-AGE
146,tuổi,N,O,
146,",",CH,O,
146,trú,V,O,
146,tại,E,O,
146,Hạ Lôi,Np,B-LOC,B-ADD
146,",",CH,B-LOC,I-ADD
146,Mê Linh,Np,I-LOC,I-ADD
146,",",CH,O,I-ADD
146,Hà Nội,Np,B-LOC,I-ADD
146,.,CH,O,
147,Ngày,N,O,
147,25/3,M,O,B-TIME
147,",",CH,O,
147,BN,Np,B-PER,B-BN
147,có,V,O,
147,biểu hiện,N,O,
147,sốt rét,N,O,
147,",",CH,O,
147,đau,V,O,
147,rát,A,O,
147,họng,N,O,
147,",",CH,O,
147,ho khan,V,O,
147,",",CH,O,
147,mệt,A,O,
147,.,CH,O,
148,BN,Np,B-PER,B-BN
148,thuộc,V,O,
148,diện,N,O,
148,sàng lọc,V,O,
148,và,C,O,
148,được,V,O,
148,lấy,V,O,
148,mẫu,N,O,
148,xét nghiệm,V,O,
148,ngày,N,B-LOC,
148,11/4,M,I-LOC,B-TIME
148,",",CH,O,
148,được,V,O,
148,kết luận,V,O,
148,dương tính,V,O,B-STATUS
148,với,E,O,
148,SARS,Np,B-PER,
148,-,CH,O,
148,CoV,Ny,O,
148,-,CH,O,
148,2,M,O,
148,vào,E,O,
148,ngày,N,B-LOC,
148,13/4,M,I-LOC,B-TIME
148,",",CH,O,
148,hiện,N,O,B-TIME
148,đang,R,O,
148,được,V,O,
148,cách ly,V,O,B-R
148,",",CH,O,
148,điều trị,V,O,B-R
148,tại,E,O,
148,BV,Np,B-LOC,B-HOS
148,Bệnh,Np,B-LOC,I-HOS
148,nhiệt đới,N,B-LOC,I-HOS
148,Trung ương,N,I-LOC,I-HOS
148,cơ sở,N,I-LOC,I-HOS
148,2,M,I-LOC,I-HOS
148,.,CH,O,
149,BN264,Np,B-PER,B-BN
149,-,CH,O,
149,nữ,N,O,B-SEX
149,",",CH,O,
149,24,M,O,B-AGE
149,tuổi,N,O,
149,",",CH,O,
149,trú,V,O,
149,tại,E,O,
149,Hạ Lôi,Np,B-LOC,B-ADD
149,",",CH,O,
149,thuộc,V,O,
149,diện,N,O,
149,sàng lọc,V,O,
149,và,C,O,
149,được,V,O,
149,lấy,V,O,
149,mẫu,N,O,
149,xét nghiệm,V,O,
149,ngày,N,B-LOC,
149,11/4,M,I-LOC,B-TIME
149,",",CH,O,
149,có,V,O,
149,kết quả,N,O,
149,xét nghiệm,V,O,
149,dương tính,A,O,B-STATUS
149,với,E,O,
149,SARS,Np,B-LOC,
149,-,CH,O,
149,CoV,Ny,O,
149,-,CH,O,
149,2,M,O,
149,vào,E,O,
149,ngày,N,B-LOC,
149,13/4,M,I-LOC,B-TIME
149,",",CH,O,
149,hiện,N,O,B-TIME
149,đang,R,O,
149,được,V,O,
149,cách ly,V,O,B-R
149,",",CH,O,
149,điều trị,V,O,B-R
149,tại,E,O,
149,BV,Np,B-LOC,B-HOS
149,Bệnh,Np,B-LOC,I-HOS
149,nhiệt đới,N,B-LOC,I-HOS
149,Trung ương,N,I-LOC,I-HOS
149,cơ sở,N,I-LOC,I-HOS
149,2,M,I-LOC,I-HOS
149,.,CH,O,
150,BN265,Np,B-PER,B-BN
150,-,CH,O,
150,nam,N,O,B-SEX
150,",",CH,O,
150,26,M,O,B-AGE
150,tuổi,N,O,
150,",",CH,O,
150,trú,V,O,
150,tại,E,O,
150,Hà Tĩnh,Np,B-LOC,B-ADD
150,",",CH,B-LOC,
150,ngày,N,I-LOC,
150,23/3,M,I-LOC,B-TIME
150,từ,E,O,B-R
150,Thái Lan,Np,B-LOC,B-LOC
150,nhập cảnh,V,O,B-R
150,về,E,O,I-R
150,Việt Nam,Np,B-LOC,B-LOC
150,qua,V,O,B-R
150,cửa khẩu,N,B-LOC,B-LOC
150,Cha Lo,Np,I-LOC,I-LOC
150,",",CH,O,I-LOC
150,Quảng Bình,Np,B-LOC,I-LOC
150,",",CH,O,
150,hiện,N,O,B-TIME
150,đang,R,O,
150,được,V,O,
150,cách ly,V,O,B-R
150,",",CH,O,
150,điều trị,V,O,B-R
150,tại,E,O,
150,Bệnh viện,N,B-LOC,B-HOS
150,Cầu Treo,Np,I-LOC,I-HOS
150,",",CH,O,I-HOS
150,Hà Tĩnh,Np,B-LOC,I-HOS
150,.,CH,O,
151,THÔNG BÁO,Np,O,
151,VỀ,Np,B-LOC,
151,2,M,I-LOC,
151,BN261,Np,I-LOC,B-BN
151,",",CH,O,
151,BN262,Np,B-LOC,B-BN
151,:,CH,B-LOC,
151,BN261,Np,I-LOC,B-BN
151,-,CH,O,
151,nữ,N,O,B-SEX
151,",",CH,O,
151,60,M,O,B-AGE
151,tuổi,N,O,
151,",",CH,O,
151,trú,V,O,
151,tại,E,O,
151,xóm,N,B-LOC,B-ADD
151,Hội,Np,I-LOC,I-ADD
151,",",CH,B-LOC,I-ADD
151,Hạ Lôi,Np,I-LOC,I-ADD
151,",",CH,B-LOC,I-ADD
151,Mê Linh,Np,I-LOC,I-ADD
151,",",CH,O,I-ADD
151,Hà Nội,Np,B-LOC,I-ADD
151,",",CH,O,
151,bán,V,O,B-R
151,tạp hoá,N,O,I-R
151,tại,E,O,
151,chợ,N,B-LOC,B-LOC
151,Hạ,Np,I-LOC,I-LOC
151,trong,E,O,
151,xóm,N,O,
151,Hội,N,O,
151,",",CH,O,
151,được,V,O,
151,lấy,V,O,
151,mẫu,N,O,
151,bệnh phẩm,V,O,
151,ngày,N,B-LOC,
151,11/4,M,I-LOC,B-TIME
151,và,C,O,
151,xét nghiệm,V,O,
151,ngày,N,B-LOC,
151,12/4,M,I-LOC,B-TIME
151,cho,E,O,
151,kết quả,N,O,
151,dương tính,A,O,B-STATUS
151,với,E,O,
151,SARS,Np,B-LOC,
151,-,CH,O,
151,CoV,Ny,O,
151,-,CH,O,
151,2,M,O,
151,.,CH,O,
152,BN262,Np,B-PER,B-BN
152,-,CH,O,
152,nam,N,O,B-SEX
152,",",CH,O,
152,26,M,O,B-AGE
152,tuổi,N,O,
152,",",CH,O,
152,trú,V,O,
152,tại,E,O,
152,xóm,N,B-LOC,B-ADD
152,Chợ,Np,I-LOC,I-ADD
152,",",CH,B-LOC,I-ADD
152,Hạ Lôi,Np,I-LOC,I-ADD
152,",",CH,O,
152,ngày,N,B-LOC,
152,27/3,M,I-LOC,B-TIME
152,có,V,O,
152,tiếp xúc,V,O,B-R
152,gần,A,O,B-R
152,với,E,O,
152,BN254,Np,B-PER,B-BN
152,(,CH,O,
152,là,V,O,
152,bác,N,B-LOC,
152,của,E,I-LOC,
152,BN,Np,I-LOC,
152,),CH,O,
152,",",CH,O,
152,ngày,N,B-LOC,
152,31/3,M,I-LOC,B-TIME
152,có,V,O,
152,xuất hiện,V,O,
152,ho khan,N,O,
152,",",CH,O,
152,sốt,V,O,
152,",",CH,O,
152,được,V,O,
152,lấy,V,O,
152,mẫu,N,O,
152,bệnh phẩm,V,O,
152,ngày,N,B-LOC,
152,11/4,M,I-LOC,B-TIME
152,và,C,O,
152,xét nghiệm,V,O,
152,ngày,N,B-LOC,
152,12/4,M,I-LOC,B-TIME
152,cho,E,O,
152,kết quả,N,O,
152,dương tính,A,O,B-STATUS
152,với,E,O,
152,virus,FW,O,
152,SARS,Np,B-LOC,
152,-,CH,O,
152,CoV,Ny,O,
152,-,CH,O,
152,2,M,O,
152,.,CH,O,
153,Hiện,N,B-LOC,B-TIME
153,2,M,I-LOC,
153,BN,Np,I-LOC,B-BN
153,được,R,O,
153,cách ly,V,O,B-R
153,",",CH,O,
153,điều trị,V,O,B-R
153,tại,E,O,
153,Bệnh viện,N,B-LOC,B-HOS
153,Bệnh,N,I-LOC,I-HOS
153,Nhiệt đới,N,I-LOC,I-HOS
153,Trung ương,N,I-LOC,I-HOS
153,cơ sở,N,I-LOC,I-HOS
153,2,M,I-LOC,I-HOS
153,.,CH,O,
154,THÔNG BÁO,Np,O,
154,VỀ,Np,B-LOC,
154,2,M,I-LOC,
154,BN259,Np,I-LOC,B-BN
154,",",CH,O,
154,BN260,Np,B-LOC,B-BN
154,:,CH,B-LOC,
154,BN259,Np,I-LOC,B-BN
154,-,CH,O,
154,nữ,N,O,B-SEX
154,",",CH,O,
154,41,M,O,B-AGE
154,tuổi,N,O,
154,",",CH,O,
154,ở,E,O,
154,xóm Bàng,N,B-LOC,B-ADD
154,",",CH,I-LOC,I-ADD
154,thôn,N,I-LOC,I-ADD
154,Hạ Lôi,Np,I-LOC,I-ADD
154,",",CH,O,I-ADD
154,xã,N,B-LOC,I-ADD
154,Mê Linh,Np,I-LOC,I-ADD
154,",",CH,O,I-ADD
154,huyện,N,B-LOC,I-ADD
154,Mê Linh,Np,I-LOC,I-ADD
154,",",CH,O,I-ADD
154,Hà Nội,Np,B-LOC,I-ADD
154,",",CH,O,
154,là,V,O,B-R
154,vợ,N,B-LOC,I-R
154,BN254,Np,I-LOC,B-BN
154,",",CH,O,
154,thỉnh thoảng,R,O,
154,có,V,O,
154,đi,V,O,
154,giao,V,O,B-R
154,hoa,N,O,I-R
154,tại,E,O,
154,thôn,N,B-LOC,B-LOC
154,Liễu Trì,Np,I-LOC,I-LOC
154,",",CH,O,I-LOC
154,xã,N,B-LOC,I-LOC
154,Mê Linh,Np,I-LOC,I-LOC
154,và,C,O,
154,một số,L,O,
154,nơi,N,O,
154,khác,A,O,
154,khi,N,O,
154,có,V,O,
154,đơn,N,O,
154,hàng,N,O,
154,",",CH,O,
154,thường xuyên,R,O,
154,mua,V,O,B-R
154,hàng,N,O,I-R
154,tại,E,O,I-R
154,nhà,N,B-LOC,I-R
154,BN250,Np,I-LOC,B-BN
154,(,CH,O,
154,lần,N,O,
154,cuối,N,B-LOC,
154,ngày,N,I-LOC,
154,25/3,M,I-LOC,B-TIME
154,),CH,O,
154,.,CH,O,
155,Từ,E,O,
155,ngày,N,O,
155,03/4,M,O,B-TIME
155,-,CH,O,I-TIME
155,06/4,N,O,I-TIME
155,",",CH,O,
155,có,V,O,
155,đi,V,O,
155,sang,V,O,
155,xóm,N,O,
155,",",CH,O,
155,thôn,N,O,
155,khác,A,O,
155,gồm,V,O,
155,xóm,N,B-LOC,B-LOC
155,Chùa,Np,I-LOC,I-LOC
155,",",CH,O,
155,xóm,N,B-LOC,B-LOC
155,Ao Sen,Np,I-LOC,I-LOC
155,",",CH,O,
155,thôn,N,B-LOC,B-LOC
155,Liễu Trì,Np,I-LOC,I-LOC
155,để,E,O,
155,giao,V,O,
155,hoa,N,O,
155,và,C,O,
155,mua,V,O,
155,đồ,N,O,
155,",",CH,O,
155,có,V,O,
155,tiếp xúc,V,O,
155,nhiều,A,O,
155,người,N,O,
155,.,CH,O,
156,Lần,N,O,
156,cuối,N,O,
156,tiếp xúc,V,O,B-R
156,chồng,N,O,
156,là,V,O,
156,BN254,Np,B-PER,B-BN
156,vào,E,O,
156,8/4,N,O,B-TIME
156,",",CH,O,
156,trước,E,O,
156,khi,N,B-LOC,
156,BN254,Np,I-LOC,B-BN
156,lên,V,O,
156,chạy,V,O,B-R
156,thận,N,O,I-R
156,ở,E,O,
156,BV,Np,B-LOC,B-HOS
156,Thận,Np,B-LOC,I-HOS
156,Hà Nội,Np,B-LOC,I-HOS
156,.,CH,O,
157,BN260,Np,B-PER,B-BN
157,-,CH,O,
157,nữ,N,O,B-SEX
157,",",CH,O,
157,35,M,O,B-AGE
157,tuổi,N,O,
157,",",CH,O,
157,quốc tịch,N,B-LOC,
157,Việt Nam,Np,I-LOC,B-NAT
157,",",CH,O,
157,địa chỉ,N,O,
157,ở,E,O,
157,xóm,N,B-LOC,B-ADD
157,Đường,Np,I-LOC,I-ADD
157,",",CH,B-LOC,I-ADD
157,thôn,N,I-LOC,I-ADD
157,Hạ Lôi,Np,I-LOC,I-ADD
157,",",CH,O,
157,làm,V,O,
157,nghề,N,O,
157,trồng,V,O,
157,hoa,N,O,
157,",",CH,O,
157,không,R,O,
157,đi,V,O,
157,đâu xa,V,O,
157,trong,E,O,
157,vòng,N,O,
157,2,M,O,
157,tuần,N,O,
157,gần,A,O,
157,đây,P,O,
157,.,CH,O,
158,Hàng,R,O,
158,ngày,N,O,
158,thường,R,O,
158,đi,V,O,
158,chợ,N,O,
158,sau,N,O,
158,đó,P,O,
158,ra,V,O,
158,đồng,N,O,
158,chăm,V,O,
158,hoa,N,O,
158,rồi,C,O,
158,về,V,O,
158,nhà,N,O,
158,.,CH,O,
159,Có,V,O,
159,thói quen,N,O,
159,mua,V,O,B-R
159,thịt,N,O,I-R
159,tại,E,O,
159,nhà,N,B-LOC,B-LOC
159,Bảy Huấn,Np,I-LOC,I-LOC
159,(,CH,O,I-LOC
159,tại,E,O,I-LOC
159,xóm,N,B-LOC,I-LOC
159,Đường,Np,I-LOC,I-LOC
159,),CH,O,I-LOC
159,cũng,R,O,
159,là,V,O,
159,nơi,N,B-LOC,
159,BN259,Np,I-LOC,B-BN
159,hay,C,O,
159,tới,V,O,
159,mua,V,O,
159,thịt,N,O,
159,.,CH,O,
160,Ngày,N,O,
160,6/4,M,O,B-TIME
160,",",CH,O,
160,có,V,O,
160,tiếp xúc,V,O,
160,gần,A,O,
160,với,E,O,
160,2,M,O,
160,người,N,B-LOC,
160,F1,Np,I-LOC,
160,của,E,O,
160,BN243,Np,B-ORG,B-BN
160,khi,N,O,
160,đi,V,O,
160,giao,V,O,
160,hoa,N,O,
160,.,CH,O,
161,THÔNG BÁO,Np,B-PER,
161,VỀ,Np,B-PER,
161,BN258,Np,I-PER,B-BN
161,(,CH,O,
161,BN258,Np,B-LOC,B-BN
161,),CH,O,
161,:,CH,O,
161,BN nữ,N,O,B-SEX
161,",",CH,O,
161,47,M,O,B-AGE
161,tuổi,N,O,
161,",",CH,O,
161,quốc tịch,N,B-LOC,
161,Việt Nam,Np,I-LOC,B-NAT
161,",",CH,O,
161,trú,V,O,
161,tại,E,O,
161,xóm,N,B-LOC,B-ADD
161,Hội,Np,I-LOC,I-ADD
161,",",CH,B-LOC,I-ADD
161,Hạ Lôi,Np,I-LOC,I-ADD
161,",",CH,B-LOC,I-ADD
